	Comments submitted to OSHA docket S029 Exhibit 3-14 by	Institute of Electrical and Electronics Engineers. IEEE Standard for Fall Protection for Utility Work. IEEE Standard 1307-2004. http://standards.ieee.org/reading/ieee/std/numerical.html, accessed	Occupational Safety and Health Administration. 29 CFR Part	Occupational Safety and Health Administration. Fixed Ladders Used on Outdoor Advertising Structures/Billboards in the Outdoor Advertising Industry.	Occupational Safety and Health Administration. Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part	0.030% Machine Shops; Turned Product; and Screw, Nut,	Electric Lighting Equipment Manufacturing	Household Appliance Manufacturing $279,213 163 $1,712,962 3.71% $63,608 $2,015 $12.36 0.001% 0.019% Professional and Commercial Equipment and Supplies Merchant Wholesalers	Accessories,	0.024% Lawn and Garden Equipment and Supplies Stores	0.039% Sporting Goods, Hobby, and Musical Instrument Stores	0.050% Electronic Shopping and Mail-Order Houses $12,662,263 13,335 $949,551 3.96% *	0.095% Deep Sea, Coastal, and Great Lakes Water Transportation $1,019,668 645 $1,580,880 4.17% *	Rural Bus Transportation	Employee Bus Transportation	0.102% Other Transit and Ground Passenger Transportation	Support Activities for Air Transportation	Motion Picture and Video Industries	Television Broadcasting	Other Subscription Programming	0.263% Data Processing, Hosting, and Related Services	Monetary Authorities - Central Bank	0.005% Securities and Commodity Contracts Intermediation and Brokerage	0.000% Agencies, Brokerages, and Other Insurance Related Activities	Pools and Funds	Offices of Real Estate Agents and Brokers	Activities Related to Real Estate	Automotive Equipment Rental and Leasing	0.040% Commercial and Industrial Machinery and Equipment Rental and Leasing	Legal Services $73,138,890 164,606 $444,327 8.52% ** $37,841 $657,652 $4.00 0.001% 0.011% Accounting, Tax Preparation, Bookkeeping, and Payroll Services	Specialized Design Services $12,493,910 29,234 $427,376 6.23% ** $26,635 $138,628 $4.74 0.001% 0.018% Computer Systems Design and Related Services	Scientific Research and Development	Home Health Care Services	Health Care Services	General Medical and Surgical Hospitals	Psychiatric and Substance Abuse Hospitals $103,678 48 $2,159,950 5.08% ** $109,669 $210 $4.37 0.000% 0.004% Specialty (except Psychiatric and Substance Abuse) Hospitals $140,371 130 $1,079,779 5.08% **	0.013% Residential Mental Retardation, Mental Health and Substance Abuse Facilities $1,155,914 4,046 $285,693 5.08% **	Facilities for the Elderly	Care Facilities	Individual and Family Services $8,057,734 27,310 $295,047 5.08% ** $14,981 $86,180 $3.16 0.001% 0.021% Community Food and Housing, and Emergency and Other Relief Services $3,126,011 6,774 $461,472 5.08% **	Vocational Rehabilitation Services	Care Services	0.006% Promoters of Performing Arts, Sports, and Similar Events $2,931,291	Boarding Houses	0.091% Electronic and Precision Equipment Repair and	Death Care Services	Grantmaking and Giving Services	receipts and payroll data from US Census Bureau, Statistics of U.S. Businesses,	(1) Discussions with Outdoor Amusement Business Association (OABA) staff indicate that very few office and multi-family residential buildings use fixed ladders greater than 20 feet in height. A-5 Based on this data, ERG estimated that all 28,906 estimated fixed ladders on lift towers are infrequently climbed. A.4 Communications Towers (Radio, Television, Cellular, and Microwave) Virtually all communication towers have fixed ladders. The Federal Communications Commission (FCC) Antenna Structure Registration Database lists 93,000 registered Albee.	Economic Census: Manufacturing. As downloaded from http://factfinder.census.gov/servlet/IQRTable?_bm=y&-ds_name=EC0200A1&-NAICS2002=31-33&-_lang=en on	As downloaded from ftp://ftp.eia.doe.gov/pub/consumption/residential/2001hc_tables/housingunit_household.pdf on August 24,	United States Environmental Protection Agency.	As downloaded from http://www.epa.gov/safewater/cwssvr.html on August 23,	Telephone conversation between Joe Shefchik and Ayesha Berlind,	Telephone conversation between Wendell, Kido, Chief, Policy and Planning Division, Sacramento County Regional Sanitation District and Ayesha Berlind,	Telephone conversation between
Personal communication between Rosita DiChacho, New York Department of Labor, Division of Safety & Health, Engineering Services Unit and Maureen F. Kaplan, Eastern Research Group	0.8595505617977528	0.8205128205128205	0.797752808988764	0.8033707865168539	0.8202247191011236	0.8539325842696629	0.8707865168539326	0.8539325842696629	0.9382022471910112	0.8314606741573034	0.8426966292134831	0.848314606741573	0.8146067415730337	0.9044943820224719	0.9044943820224719	0.8370786516853933	0.8651685393258427	0.8539325842696629	0.9044943820224719	0.9044943820224719	0.8370786516853933	0.8651685393258427	0.8033707865168539	0.8202247191011236	0.9269662921348315	0.8426966292134831	0.8595505617977528	0.848314606741573	0.7921348314606742	0.8370786516853933	0.8202247191011236	0.8707865168539326	0.8820224719101124	0.898876404494382	0.8764044943820225	0.845771144278607	0.8033707865168539	0.8932584269662921	0.9325842696629213	0.8341463414634146	0.8426966292134831	0.9269662921348315	0.8089887640449438	0.9382022471910112	0.8314606741573034	0.9044943820224719	0.8651685393258427	0.8033707865168539	0.8148820326678766	0.8539325842696629	0.8146067415730337	0.848314606741573	0.8202247191011236	0.7921348314606742	0.6966292134831461	0.8820224719101124
Personal communication between Stefan Bright, International Window Cleaning Association, and Andreas Lord, Eastern Research Group, Inc	0.835820895522388	0.7846153846153846	0.7835820895522388	0.8095238095238095	0.8104575163398693	0.8134328358208955	0.835820895522388	0.7953216374269005	0.9253731343283582	0.8134328358208955	0.8208955223880597	0.8283582089552238	0.7910447761194029	0.8805970149253731	0.8731343283582089	0.7985074626865671	0.835820895522388	0.8208955223880597	0.8731343283582089	0.8731343283582089	0.7985074626865671	0.8432835820895522	0.7611940298507462	0.7910447761194029	0.9104477611940298	0.8208955223880597	0.835820895522388	0.8283582089552238	0.7761194029850746	0.8552631578947368	0.8698630136986302	0.835820895522388	0.8731343283582089	0.8880597014925373	0.835820895522388	0.8308457711442786	0.7985074626865671	0.8731343283582089	0.917910447761194	0.8195121951219512	0.8208955223880597	0.9253731343283582	0.7686567164179104	0.9104477611940298	0.7985074626865671	0.8955223880597015	0.8507462686567164	0.7985074626865671	0.8421052631578947	0.8733333333333333	0.8432835820895522	0.7910447761194029	0.8134328358208955	0.7238805970149254	0.6845637583892618	0.8432835820895522
Telephone conversation between Brian King, Chairman, ASTM and Ayesha Berlind, ERG	0.8395061728395061	0.8205128205128205	0.8024691358024691	0.782312925170068	0.7908496732026143	0.8271604938271605	0.7283950617283951	0.8421052631578947	0.8888888888888888	0.7901234567901234	0.8148148148148148	0.9166666666666666	0.8333333333333334	0.8765432098765432	0.8518518518518519	0.8024691358024691	0.7901234567901234	0.7777777777777778	0.7901234567901234	0.8271604938271605	0.7654320987654321	0.8148148148148148	0.8148148148148148	0.8148148148148148	0.8765432098765432	0.7901234567901234	0.8271604938271605	0.7777777777777778	0.8148148148148148	0.8421052631578947	0.8493150684931506	0.8024691358024691	0.8148148148148148	0.8518518518518519	0.8024691358024691	0.8606965174129353	0.788135593220339	0.8518518518518519	0.9012345679012346	0.8585365853658536	0.7901234567901234	0.9012345679012346	0.7901234567901234	0.8888888888888888	0.7777777777777778	0.8518518518518519	0.7901234567901234	0.8148148148148148	0.896551724137931	0.8733333333333333	0.8360655737704918	0.8271604938271605	0.8641975308641975	0.3333333333333333	0.5906040268456376	0.6296296296296297
Telephone conversation between Dee Putnam, Safety Professional, Duke Power, and Ayesha Berlind, ERG	0.8383838383838383	0.7846153846153846	0.7878787878787878	0.7619047619047619	0.7712418300653595	0.797979797979798	0.8181818181818182	0.7660818713450293	0.9090909090909091	0.8080808080808081	0.8080808080808081	0.8484848484848485	0.8686868686868687	0.8787878787878788	0.8686868686868687	0.8080808080808081	0.8181818181818182	0.797979797979798	0.8282828282828283	0.8484848484848485	0.7575757575757576	0.8282828282828283	0.7878787878787878	0.8080808080808081	0.8888888888888888	0.797979797979798	0.8181818181818182	0.7777777777777778	0.7777777777777778	0.8289473684210527	0.8424657534246576	0.8181818181818182	0.8484848484848485	0.8787878787878788	0.8080808080808081	0.845771144278607	0.8050847457627118	0.8585858585858586	0.9191919191919192	0.8439024390243902	0.8080808080808081	0.9090909090909091	0.7777777777777778	0.9090909090909091	0.7676767676767676	0.8787878787878788	0.8282828282828283	0.797979797979798	0.8765880217785844	0.86	0.860655737704918	0.7878787878787878	0.8080808080808081	0.41414141414141414	0.5503355704697986	0.696969696969697
Telephone conversation between Dennis Meehan, Sewer Superintendent, Lexington Public Works and Ayesha Berlind, ERG	0.8245614035087719	0.7948717948717948	0.7982456140350878	0.7482993197278912	0.7777777777777778	0.7982456140350878	0.8157894736842105	0.8128654970760234	0.9210526315789473	0.7982456140350878	0.8157894736842105	0.8421052631578947	0.8157894736842105	0.8771929824561403	0.8596491228070176	0.7982456140350878	0.8245614035087719	0.8157894736842105	0.8508771929824561	0.8421052631578947	0.8157894736842105	0.8245614035087719	0.7719298245614035	0.7982456140350878	0.8947368421052632	0.8070175438596491	0.8157894736842105	0.7807017543859649	0.7368421052631579	0.8289473684210527	0.8424657534246576	0.8333333333333334	0.8508771929824561	0.8771929824561403	0.8157894736842105	0.8407960199004975	0.8389830508474576	0.8596491228070176	0.9122807017543859	0.8439024390243902	0.8070175438596491	0.9122807017543859	0.7807017543859649	0.8947368421052632	0.7807017543859649	0.8771929824561403	0.8421052631578947	0.7719298245614035	0.8620689655172413	0.8533333333333334	0.8524590163934426	0.8070175438596491	0.8245614035087719	0.5	0.5369127516778524	0.7368421052631579
Telephone conversation between Gerald Miller, Construction Superintendent, Marietta Structures, Inc. and Ayesha Berlind, ERG	0.8387096774193549	0.7794871794871795	0.7903225806451613	0.7619047619047619	0.7973856209150327	0.7983870967741935	0.8064516129032258	0.8304093567251462	0.9193548387096774	0.7903225806451613	0.8064516129032258	0.8306451612903226	0.8225806451612904	0.8870967741935484	0.8709677419354839	0.8145161290322581	0.8306451612903226	0.8145161290322581	0.8548387096774194	0.8709677419354839	0.7983870967741935	0.8225806451612904	0.7338709677419355	0.7903225806451613	0.9032258064516129	0.8064516129032258	0.8306451612903226	0.7983870967741935	0.75	0.8355263157894737	0.863013698630137	0.8387096774193549	0.8629032258064516	0.8870967741935484	0.8225806451612904	0.835820895522388	0.8145161290322581	0.8629032258064516	0.9112903225806451	0.848780487804878	0.7983870967741935	0.9112903225806451	0.7741935483870968	0.9112903225806451	0.782258064516129	0.8870967741935484	0.8548387096774194	0.7419354838709677	0.8548094373865699	0.86	0.8548387096774194	0.7903225806451613	0.8306451612903226	0.5483870967741935	0.5234899328859061	0.7580645161290323
Telephone conversation between Jim Rudy, Safety Director, CBI and Ayesha Berlind, ERG	0.8352941176470589	0.8051282051282052	0.8	0.7414965986394558	0.7712418300653595	0.8	0.8	0.8304093567251462	0.9058823529411765	0.8235294117647058	0.8	0.9058823529411765	0.8645833333333334	0.8823529411764706	0.8588235294117647	0.8117647058823529	0.8	0.7529411764705882	0.8	0.8470588235294118	0.7764705882352941	0.8117647058823529	0.8117647058823529	0.8235294117647058	0.8823529411764706	0.7764705882352941	0.788235294117647	0.7647058823529411	0.8	0.8421052631578947	0.8424657534246576	0.788235294117647	0.8352941176470589	0.8588235294117647	0.8	0.8507462686567164	0.7966101694915254	0.8352941176470589	0.8941176470588236	0.8634146341463415	0.788235294117647	0.8941176470588236	0.8	0.9058823529411765	0.788235294117647	0.8588235294117647	0.8117647058823529	0.8117647058823529	0.8874773139745916	0.8533333333333334	0.8524590163934426	0.8117647058823529	0.8235294117647058	0.3411764705882353	0.5906040268456376	0.6470588235294118
Telephone conversation between Joe Shefchik and Ayesha Berlind, ERG	0.8507462686567164	0.8256410256410256	0.8507462686567164	0.7687074829931972	0.7908496732026143	0.8059701492537313	0.7761194029850746	0.847953216374269	0.8805970149253731	0.8059701492537313	0.8507462686567164	0.8333333333333334	0.8229166666666666	0.8805970149253731	0.8507462686567164	0.8656716417910447	0.7910447761194029	0.7761194029850746	0.7611940298507462	0.8208955223880597	0.7910447761194029	0.7910447761194029	0.8714285714285714	0.8656716417910447	0.8507462686567164	0.7611940298507462	0.7611940298507462	0.746268656716418	0.8	0.8618421052631579	0.863013698630137	0.7611940298507462	0.8059701492537313	0.835820895522388	0.7761194029850746	0.8706467661691543	0.7796610169491526	0.7910447761194029	0.8805970149253731	0.8780487804878049	0.7611940298507462	0.8805970149253731	0.7837837837837838	0.8805970149253731	0.7910447761194029	0.835820895522388	0.8059701492537313	0.7848101265822784	0.911070780399274	0.86	0.8114754098360656	0.7910447761194029	0.8904109589041096	0.05970149253731343	0.6375838926174496	0.5522388059701493
Telephone conversation between Tom Everett, Director of the Office of Bridge Technology and Ayesha Berlind, ERG	0.8378378378378378	0.7897435897435897	0.8198198198198198	0.7891156462585034	0.7843137254901961	0.8288288288288288	0.8198198198198198	0.8128654970760234	0.918918918918919	0.8378378378378378	0.8198198198198198	0.8738738738738738	0.8288288288288288	0.8918918918918919	0.8738738738738738	0.8378378378378378	0.8108108108108109	0.7927927927927928	0.8378378378378378	0.8558558558558559	0.8108108108108109	0.8198198198198198	0.7657657657657657	0.8018018018018018	0.9099099099099099	0.8018018018018018	0.8288288288288288	0.8108108108108109	0.7747747747747747	0.8223684210526315	0.8424657534246576	0.8108108108108109	0.8558558558558559	0.8828828828828829	0.8378378378378378	0.8407960199004975	0.8559322033898306	0.8468468468468469	0.918918918918919	0.8390243902439024	0.8288288288288288	0.9099099099099099	0.7837837837837838	0.918918918918919	0.8108108108108109	0.8828828828828829	0.8468468468468469	0.7567567567567568	0.867513611615245	0.86	0.8770491803278688	0.8108108108108109	0.8198198198198198	0.46846846846846846	0.5771812080536913	0.7297297297297297
Telephone conversations between Bob Beyer, President, Elevator Advisors, Inc. and Ayesha Berlind, ERG	0.8217821782178217	0.7948717948717948	0.7722772277227723	0.7551020408163265	0.7712418300653595	0.8118811881188119	0.8217821782178217	0.8187134502923976	0.900990099009901	0.801980198019802	0.7920792079207921	0.8613861386138614	0.8613861386138614	0.8712871287128713	0.8514851485148515	0.7920792079207921	0.801980198019802	0.801980198019802	0.8118811881188119	0.8514851485148515	0.7821782178217822	0.8217821782178217	0.7623762376237624	0.7821782178217822	0.8910891089108911	0.7821782178217822	0.8217821782178217	0.7920792079207921	0.7722772277227723	0.8421052631578947	0.8424657534246576	0.8118811881188119	0.8316831683168316	0.8613861386138614	0.8316831683168316	0.845771144278607	0.8305084745762712	0.8415841584158416	0.9108910891089109	0.8439024390243902	0.801980198019802	0.8910891089108911	0.7821782178217822	0.900990099009901	0.7920792079207921	0.8613861386138614	0.8316831683168316	0.7623762376237624	0.8729582577132486	0.86	0.8278688524590164	0.801980198019802	0.801980198019802	0.44554455445544555	0.5704697986577181	0.7029702970297029
Telephone conversations between David Clothier, Copying Editor, Elevator World and Ayesha Berlind, ERG	0.8137254901960784	0.7897435897435897	0.7647058823529411	0.7619047619047619	0.7712418300653595	0.8137254901960784	0.7843137254901961	0.8187134502923976	0.9019607843137255	0.803921568627451	0.8235294117647058	0.8333333333333334	0.8725490196078431	0.8823529411764706	0.8627450980392157	0.7843137254901961	0.7843137254901961	0.7941176470588235	0.8235294117647058	0.8431372549019608	0.7745098039215687	0.8137254901960784	0.7549019607843137	0.7843137254901961	0.8921568627450981	0.7941176470588235	0.7941176470588235	0.7745098039215687	0.7352941176470589	0.8289473684210527	0.8493150684931506	0.8137254901960784	0.8333333333333334	0.8627450980392157	0.8137254901960784	0.845771144278607	0.8389830508474576	0.8333333333333334	0.9019607843137255	0.8536585365853658	0.7941176470588235	0.9215686274509803	0.7843137254901961	0.9019607843137255	0.7843137254901961	0.8725490196078431	0.8333333333333334	0.7647058823529411	0.8747731397459165	0.8533333333333334	0.8770491803278688	0.803921568627451	0.8137254901960784	0.46078431372549017	0.5369127516778524	0.7058823529411765
Telephone conversations between Kathy Belyeu, Strategic Communications and Ayesha Berlind, ERG	0.8297872340425532	0.8051282051282052	0.7553191489361702	0.7551020408163265	0.7777777777777778	0.7872340425531915	0.7978723404255319	0.8011695906432749	0.9042553191489362	0.7978723404255319	0.7872340425531915	0.8829787234042553	0.875	0.851063829787234	0.8297872340425532	0.8191489361702128	0.8085106382978723	0.7978723404255319	0.8085106382978723	0.8404255319148937	0.7978723404255319	0.7978723404255319	0.723404255319149	0.8297872340425532	0.8829787234042553	0.7553191489361702	0.7978723404255319	0.7872340425531915	0.7659574468085106	0.8355263157894737	0.8356164383561644	0.8085106382978723	0.8297872340425532	0.8617021276595744	0.7978723404255319	0.845771144278607	0.788135593220339	0.851063829787234	0.8936170212765957	0.8292682926829268	0.7659574468085106	0.9042553191489362	0.7872340425531915	0.8829787234042553	0.776595744680851	0.8617021276595744	0.8191489361702128	0.7340425531914894	0.8729582577132486	0.8666666666666667	0.8524590163934426	0.776595744680851	0.8191489361702128	0.39361702127659576	0.5436241610738255	0.6808510638297872
Telephone conversations between Mary Carlise, TowerSource, and Maureen Kaplan, ERG	0.8292682926829268	0.8205128205128205	0.7926829268292683	0.7891156462585034	0.7777777777777778	0.7560975609756098	0.8048780487804879	0.8245614035087719	0.9024390243902439	0.7926829268292683	0.8170731707317073	0.8809523809523809	0.84375	0.8536585365853658	0.8292682926829268	0.7926829268292683	0.7682926829268293	0.7804878048780488	0.8048780487804879	0.8414634146341463	0.7926829268292683	0.7926829268292683	0.8048780487804879	0.8048780487804879	0.8658536585365854	0.7926829268292683	0.8170731707317073	0.7926829268292683	0.8048780487804879	0.8486842105263158	0.8424657534246576	0.7804878048780488	0.8048780487804879	0.8414634146341463	0.7804878048780488	0.8606965174129353	0.7966101694915254	0.8414634146341463	0.9146341463414634	0.8731707317073171	0.8170731707317073	0.8902439024390244	0.7804878048780488	0.9024390243902439	0.7804878048780488	0.8414634146341463	0.8414634146341463	0.8414634146341463	0.8892921960072595	0.86	0.8360655737704918	0.8048780487804879	0.8536585365853658	0.4878048780487805	0.6644295302013423	0.6341463414634146
Telephone conversations between Nigel Ellis, Ph.D., CSP, P.E., CPE and Ayesha Berlind, ERG	0.8333333333333334	0.8205128205128205	0.8222222222222222	0.7891156462585034	0.7973856209150327	0.8222222222222222	0.8	0.8187134502923976	0.9111111111111111	0.8333333333333334	0.8111111111111111	0.8888888888888888	0.8645833333333334	0.8888888888888888	0.8777777777777778	0.8333333333333334	0.8222222222222222	0.8222222222222222	0.8333333333333334	0.8666666666666667	0.8111111111111111	0.8222222222222222	0.8222222222222222	0.8333333333333334	0.8777777777777778	0.8	0.8333333333333334	0.8	0.8111111111111111	0.8289473684210527	0.821917808219178	0.8222222222222222	0.8333333333333334	0.8666666666666667	0.8222222222222222	0.8507462686567164	0.8305084745762712	0.8444444444444444	0.9111111111111111	0.8536585365853658	0.8222222222222222	0.9222222222222223	0.7888888888888889	0.9	0.8	0.8666666666666667	0.8444444444444444	0.8	0.8911070780399274	0.8733333333333333	0.8688524590163934	0.8333333333333334	0.8444444444444444	0.4	0.6040268456375839	0.6666666666666666
Telephone conversations between Steve Albee, Project Director of the GAP Analysis, Environmental Protection Agency (EPA) and Ayesha Berlind, ERG	0.8472222222222222	0.7897435897435897	0.7916666666666666	0.8435374149659864	0.8431372549019608	0.8263888888888888	0.8333333333333334	0.8070175438596491	0.9166666666666666	0.8472222222222222	0.8194444444444444	0.8680555555555556	0.8055555555555556	0.8958333333333334	0.8888888888888888	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8680555555555556	0.8611111111111112	0.8125	0.8541666666666666	0.7708333333333334	0.8125	0.9166666666666666	0.8055555555555556	0.8472222222222222	0.8263888888888888	0.7638888888888888	0.8289473684210527	0.8698630136986302	0.8472222222222222	0.875	0.8958333333333334	0.8541666666666666	0.835820895522388	0.8263888888888888	0.875	0.9236111111111112	0.8390243902439024	0.8333333333333334	0.9236111111111112	0.8055555555555556	0.9375	0.8055555555555556	0.9027777777777778	0.875	0.7777777777777778	0.8421052631578947	0.88	0.8333333333333334	0.7083333333333334	0.8194444444444444	0.5972222222222222	0.5704697986577181	0.7916666666666666
Telephone conversations between Tom Dailey, Maintenance Foreman, Newburyport Sewer Department and Ayesha Berlind, ERG	0.8376068376068376	0.7897435897435897	0.7863247863247863	0.782312925170068	0.7777777777777778	0.8376068376068376	0.811965811965812	0.8011695906432749	0.9230769230769231	0.8034188034188035	0.7863247863247863	0.8376068376068376	0.811965811965812	0.8717948717948718	0.8547008547008547	0.8034188034188035	0.811965811965812	0.8290598290598291	0.8461538461538461	0.8632478632478633	0.8034188034188035	0.8290598290598291	0.7350427350427351	0.7777777777777778	0.8974358974358975	0.8034188034188035	0.8290598290598291	0.8034188034188035	0.717948717948718	0.8223684210526315	0.8356164383561644	0.8290598290598291	0.8632478632478633	0.8888888888888888	0.8290598290598291	0.835820895522388	0.864406779661017	0.8547008547008547	0.9230769230769231	0.8439024390243902	0.8205128205128205	0.9230769230769231	0.7777777777777778	0.9230769230769231	0.7863247863247863	0.8888888888888888	0.8461538461538461	0.7521367521367521	0.8620689655172413	0.84	0.9016393442622951	0.8034188034188035	0.8034188034188035	0.5213675213675214	0.5503355704697986	0.7435897435897436
Website	0.9074074074074074	0.9692307692307692	0.9482758620689655	0.9591836734693877	0.9673202614379085	0.9245283018867925	0.9024390243902439	0.9707602339181286	0.75	0.9230769230769231	0.9152542372881356	0.9642857142857143	0.9583333333333334	0.9166666666666666	0.8888888888888888	0.9107142857142857	0.926829268292683	0.8857142857142857	0.8260869565217391	0.8333333333333334	0.9056603773584906	0.8857142857142857	0.9285714285714286	0.9253731343283582	0.9333333333333333	0.9024390243902439	0.8787878787878788	0.8974358974358975	0.9333333333333333	0.9671052631578947	0.9657534246575342	0.9142857142857143	0.88	0.85	0.8947368421052632	0.9701492537313433	0.9491525423728814	0.8846153846153846	0.7333333333333333	0.975609756097561	0.8529411764705882	0.7692307692307693	0.9324324324324325	0.8666666666666667	0.9038461538461539	0.8421052631578947	0.9032258064516129	0.9367088607594937	0.9891107078039928	0.9666666666666667	0.9508196721311475	0.8913043478260869	0.9452054794520548	0.9206349206349206	0.959731543624161	0.8333333333333334
Ladders Used on Outdoor Advertising Structures/Billboards in the Outdoor Advertising Industry	0.8279569892473119	0.8153846153846154	0.8172043010752689	0.3673469387755102	0.7908496732026143	0.8172043010752689	0.8172043010752689	0.8421052631578947	0.9032258064516129	0.8064516129032258	0.8064516129032258	0.8817204301075269	0.8854166666666666	0.8602150537634409	0.8602150537634409	0.7956989247311828	0.7956989247311828	0.7741935483870968	0.8387096774193549	0.8172043010752689	0.7849462365591398	0.8279569892473119	0.8172043010752689	0.7956989247311828	0.8817204301075269	0.8172043010752689	0.8172043010752689	0.8064516129032258	0.8172043010752689	0.8289473684210527	0.8493150684931506	0.8064516129032258	0.8602150537634409	0.8817204301075269	0.8279569892473119	0.8756218905472637	0.8305084745762712	0.8172043010752689	0.8817204301075269	0.8682926829268293	0.8279569892473119	0.8924731182795699	0.7526881720430108	0.8817204301075269	0.7849462365591398	0.8817204301075269	0.8279569892473119	0.7849462365591398	0.8838475499092558	0.84	0.8032786885245902	0.7849462365591398	0.8172043010752689	0.7741935483870968	0.7919463087248322	0.8064516129032258
Grant of Variance	0.8888888888888888	0.9230769230769231	0.8448275862068966	0.9183673469387755	0.9215686274509803	0.8113207547169812	0.8292682926829268	0.9239766081871345	0.8235294117647058	0.8269230769230769	0.8305084745762712	0.9047619047619048	0.90625	0.75	0.8148148148148148	0.8035714285714286	0.8048780487804879	0.8	0.8260869565217391	0.8333333333333334	0.8301886792452831	0.8285714285714286	0.8285714285714286	0.8656716417910447	0.8823529411764706	0.8048780487804879	0.8484848484848485	0.8205128205128205	0.8533333333333334	0.9210526315789473	0.9315068493150684	0.7714285714285715	0.76	0.7	0.7894736842105263	0.9303482587064676	0.9067796610169492	0.8076923076923077	0.8235294117647058	0.9414634146341463	0.7352941176470589	0.7647058823529411	0.8513513513513513	0.8823529411764706	0.8269230769230769	0.7368421052631579	0.6774193548387096	0.8734177215189873	0.9709618874773139	0.92	0.9180327868852459	0.8260869565217391	0.9041095890410958	0.8253968253968254	0.8993288590604027	0.7666666666666667
Safety Standards for Scaffolds Used in the Construction Industry	0.828125	0.8205128205128205	0.78125	0.7006802721088435	0.803921568627451	0.796875	0.8125	0.847953216374269	0.890625	0.796875	0.796875	0.8690476190476191	0.8125	0.8125	0.8125	0.828125	0.765625	0.765625	0.84375	0.8125	0.8125	0.78125	0.7857142857142857	0.835820895522388	0.828125	0.765625	0.796875	0.828125	0.8266666666666667	0.868421052631579	0.8356164383561644	0.796875	0.828125	0.84375	0.78125	0.8756218905472637	0.8135593220338984	0.78125	0.84375	0.8878048780487805	0.796875	0.875	0.8513513513513513	0.859375	0.8125	0.84375	0.8125	0.759493670886076	0.9056261343012704	0.86	0.8114754098360656	0.71875	0.8082191780821918	0.875	0.7919463087248322	0.78125
Walking and Working Surfaces; Personal Protective Equipment (Fall Protection Systems)	0.8352941176470589	0.7897435897435897	0.8117647058823529	0.7755102040816326	0.7973856209150327	0.7294117647058823	0.7411764705882353	0.7719298245614035	0.8941176470588236	0.6941176470588235	0.7647058823529411	0.9176470588235294	0.8541666666666666	0.8352941176470589	0.8352941176470589	0.7764705882352941	0.8	0.8	0.8470588235294118	0.8352941176470589	0.7764705882352941	0.8	0.8235294117647058	0.8117647058823529	0.8941176470588236	0.7411764705882353	0.8	0.7529411764705882	0.7647058823529411	0.8618421052631579	0.8424657534246576	0.788235294117647	0.8352941176470589	0.8588235294117647	0.8	0.8557213930348259	0.8220338983050848	0.8235294117647058	0.8588235294117647	0.8634146341463415	0.8	0.8705882352941177	0.8235294117647058	0.8705882352941177	0.7058823529411765	0.8588235294117647	0.7764705882352941	0.8117647058823529	0.8947368421052632	0.8466666666666667	0.7868852459016393	0.6588235294117647	0.8470588235294118	0.7764705882352941	0.7785234899328859	0.8117647058823529
Walking and Working surfaces; Personal Protective equipment (Fall Protection Systems); Draft Rule	0.8350515463917526	0.7794871794871795	0.7938144329896907	0.782312925170068	0.7712418300653595	0.7731958762886598	0.7835051546391752	0.8070175438596491	0.9072164948453608	0.7422680412371134	0.7938144329896907	0.8762886597938144	0.9072164948453608	0.8556701030927835	0.8556701030927835	0.7938144329896907	0.8247422680412371	0.8144329896907216	0.865979381443299	0.8556701030927835	0.7835051546391752	0.8144329896907216	0.7835051546391752	0.8350515463917526	0.9072164948453608	0.7731958762886598	0.8041237113402062	0.7731958762886598	0.7835051546391752	0.8421052631578947	0.815068493150685	0.8144329896907216	0.845360824742268	0.8762886597938144	0.8144329896907216	0.845771144278607	0.847457627118644	0.845360824742268	0.8762886597938144	0.8536585365853658	0.8041237113402062	0.8865979381443299	0.8144329896907216	0.8865979381443299	0.7422680412371134	0.8762886597938144	0.8041237113402062	0.7835051546391752	0.8802177858439202	0.8333333333333334	0.8114754098360656	0.7010309278350515	0.8247422680412371	0.7731958762886598	0.7718120805369127	0.8247422680412371
Preliminary Regulatory Impact and Regulatory Flexibility Analysis of Draft Subparts D and I of 29 CFR Part 1910 Walking and Working Surfaces	0.8357142857142857	0.7948717948717948	0.7642857142857142	0.8163265306122449	0.5294117647058824	0.8428571428571429	0.8357142857142857	0.8187134502923976	0.9428571428571428	0.8142857142857143	0.8285714285714286	0.8642857142857143	0.8	0.8714285714285714	0.8642857142857143	0.8214285714285714	0.8214285714285714	0.8571428571428571	0.8857142857142857	0.8714285714285714	0.8142857142857143	0.8428571428571429	0.7642857142857142	0.8214285714285714	0.9	0.8285714285714286	0.85	0.8285714285714286	0.7571428571428571	0.8157894736842105	0.8424657534246576	0.8642857142857143	0.8714285714285714	0.8928571428571429	0.8285714285714286	0.845771144278607	0.7928571428571428	0.8857142857142857	0.9071428571428571	0.8390243902439024	0.8357142857142857	0.9285714285714286	0.8	0.9142857142857143	0.8071428571428572	0.9	0.8357142857142857	0.7928571428571428	0.8511796733212341	0.8866666666666667	0.8714285714285714	0.85	0.85	0.8	0.7718120805369127	0.8785714285714286
