	Breakdown of Monetized PM2.5 Health Benefits using Mortality Function from	Intake of mercury from fish lipid peroxidation, and the risk of myocardial infarction and coronary, cardiovascular and any death in Eastern Finnish men.”	Prenatal Methylmercury Exposure As A Cardiovascular Risk Factor At Seven Years of Age”, Epidemiology,	Toxicological Effects of Methylmercury.	Environmental Protection Agency.	Co‑Chair NACWA Biosolids Management Committee, e-mail to	Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	and Emissions Test Database for the Sewage Sludge Incineration Source Category. Memorandum from Eastern Research Group to Amy Hambrick, U.S. Environmental Protection Agency.	The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution. Air Qual Atmos Health	Revised Compliance Costs and Economic Inputs for Existing HMIWI.	What Determines the Value of Life?	AP 42, Chapter 2: Solid Waste Disposal.	Environmental Protection Agency Office of Air Quality Planning and Standards.	Guidelines for Preparing Economic Analyses.	OAQPS Control Cost Manual. Section 4.2: NOX Post Combustion. Chapter 1: Selective Noncatalytic Reduction. Publication U.S.	Park, NC. EPA/600/R-09/019F.	Final Regulatory Impact Analysis (RIA) for the NO2 National Ambient Air Quality Standards (NAAQS).	Summary of Expert Opinions on the Existence of a Threshold in the Concentration-Response Function for PM2.5-related Mortality: Technical Support Document. Compiled by Office of Air Quality Planning and Standards, Research Triangle Park,	Lowest Measured Level (LML) Assessment for Rules without Policy-Specific Air Quality Data Available: Technical Support Document. Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning and Standards, Research Triangle Park,	Lindsay Wichers Stanek (PM Team Leader)—National Center for Environmental Assessment (NCEA), U.S. Environmental Protection Agency	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Regulatory Impact Analysis,	Regulatory Impact Analysis,	Regulatory Impact Analysis of the Proposed Revisions to the National Ambient Air Quality Standards for Lead. Office of Air Quality Planning and Standards, Research Triangle Park,	Final Regulatory Impact Analysis (RIA) for the SO2 National Ambient Air Quality Standards (NAAQS). Office of Air Quality Planning and Standards, Research Triangle Park,	Regulatory Impact Analysis for the Transport Rule. Office of Air Quality Planning	Costs to be replaced include: (a) bag leak detector replacing opacity test; (b) CO CEMS replacing CO test and secondary chamber temperature monitor;(c) HCl CEMS replacing HCl test, HCl sorbent monitor (dry scrubbers) and scrubber liquor pH monitor (wet Sources: 1. Hospital/Medical/Infectious Waste Incinerators (HMIWI) [EPA-HQ-OAR-2006-0534] Testing and Monitoring Options and Costs Memo	E-mail and attachment from Peter Westlin, EPA, to Mary Johnson,	Some Preliminary Thoughts on the HWI Monitoring.	Stack Testing Costs Parameters/Costs Equation Values A. Parameters 1. Cost index a.	Medical Waste Incinerator Study: Emission Measurement and Continuous Monitoring.	C-34 Table C-4d. Visible Emissions Testing Costs Parameters/Costs Equation Values A. Parameters 1. Operating labor rate, $/hr (LR) $34.60 2. Capital recovery factor, 5-yr equipment life, 7% interest (CRF) = [i x (1 + i)a] / [(1 + i)a - 1], where i = interest rate, a = equipment life 0.24389 B. Total Capital Investment, $ (TCI) = Combination light meter/anemometer ($200) + digital stopwatches (2 each at $25) $250 C. Direct Annual Costs, $/yr 1.	Reporting Requirements 1. Read instructions	State average tipping fees from BioCycle	Where state data unavailable, NSWMA’s 2005 Tip Fee Survey regional averages were used.	average used. All values corrected to 2008 dollars using CPI data from Bureau of Labor Statistics: http://data.bls.gov/cgi-bin/cpicalc.pl Unit-specific tipping fees are listed in Table 5. 2. Hauling cost:	WAEdmonds 1 FB vs -	Volume based on sludge density of 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435). c. Assumed square concrete pad. d. Rail height of 6 feet chosen for minimal concrete surface area requirement. e. Based on cost of $154 per 4&apos; by 8&apos; sheet of flattened aluminum, 0.125 inches thick (Metals Depot: http://www.metalsdepot.com/products/hrsteel2.phtml?page=expanded&LimAcc=$LimAcc) f. Researched concrete slab costs (including installation, materials, and labor) ranged from $3/ft2 to $10/ft2. For this analysis, an average of $6/ft2 was used. g. Capital Recovery Factor based on 7% interest and 15 year lifetime.	assumed density of dewatered sludge is 1215 lbs/yd3 (Pocket Ref (ISBN 1-885071-00-0) page 435) *assumed maximum capacity of hauling vehicles (36 cu yd) for 50+ cu yd/day. (Land application of biosolids: process design manual.
Prenatal methylmercury exposure as a cardiovascular risk factor at seven years of age	0.23076923076923073	0.16000000000000003	0.1785714285714286	0.2272727272727273	0.2682926829268293	0.3913043478260869	0.2142857142857143	0.2786885245901639	0.22448979591836737	0.24	0.33333333333333337	0.4347826086956522	0.20833333333333337	0.19999999999999996	0.3448275862068966	0.7619047619047619	0.3090909090909091	0.3015873015873016	0.29032258064516125	0.2075471698113207	0.31034482758620685	0.2549019607843137	0.24137931034482762	0.2558139534883721	0.2558139534883721	0.22807017543859653	0.288135593220339	0.22448979591836737	0.4473684210526315	0.276595744680851	0.30434782608695654	0.2941176470588235	0.3191489361702128	0.46341463414634143	0.2857142857142857	0.2093023255813954	0.38181818181818183	0.34426229508196726	0.6216216216216216	0.4457831325301205	0.352112676056338
An empirical Bayes approach to combining and comparing estimates of the value of a statistical life for environmental policy analysis 	0.2692307692307693	0.24	0.25	0.2727272727272727	0.2682926829268293	0.30434782608695654	0.2142857142857143	0.2786885245901639	0.1428571428571429	0.28	0.33333333333333337	0.4347826086956522	0.20833333333333337	0.19999999999999996	0.31034482758620685	0.8095238095238095	0.23636363636363633	0.33333333333333337	0.29032258064516125	0.24528301886792447	0.3448275862068966	0.2941176470588235	0.24137931034482762	0.2093023255813954	0.2093023255813954	0.22807017543859653	0.288135593220339	0.22448979591836737	0.4473684210526315	0.276595744680851	0.34782608695652173	0.37254901960784315	0.3191489361702128	0.4390243902439024	0.2857142857142857	0.16279069767441856	0.3090909090909091	0.2786885245901639	0.5135135135135135	0.4457831325301205	0.3802816901408451
The value of a statistical life: a critical review of market estimates throughout the world	0.28	0.29166666666666663	0.33333333333333337	0.23809523809523814	0.3846153846153846	0.40909090909090906	0.33333333333333337	0.3220338983050848	0.276595744680851	0.33333333333333337	0.35	0.4545454545454546	0.30434782608695654	0.34883720930232553	0.4285714285714286	0.8	0.39622641509433965	0.3770491803278688	0.30000000000000004	0.2941176470588235	0.3571428571428571	0.4285714285714286	0.3571428571428571	0.36585365853658536	0.36585365853658536	0.3090909090909091	0.368421052631579	0.3191489361702128	0.45945945945945943	0.37777777777777777	0.36363636363636365	0.34693877551020413	0.33333333333333337	0.525	0.35	0.31707317073170727	0.39622641509433965	0.35593220338983056	0.6571428571428571	0.5061728395061729	0.42028985507246375
The Effect of Dose and Timing of Dose on the Association between Airborne Particles and Survival	0.3090909090909091	0.3207547169811321	0.2542372881355932	0.276595744680851	0.2727272727272727	0.3877551020408163	0.22033898305084743	0.1875	0.23076923076923073	0.3207547169811321	0.33333333333333337	0.3877551020408163	0.17647058823529416	0.25	0.34426229508196726	0.7333333333333334	0.31034482758620685	0.2727272727272727	0.23076923076923073	0.25	0.2786885245901639	0.33333333333333337	0.21311475409836067	0.34782608695652173	0.34782608695652173	0.23333333333333328	0.29032258064516125	0.2692307692307693	0.3924050632911392	0.28	0.30612244897959184	0.2592592592592593	0.31999999999999995	0.4117647058823529	0.37777777777777777	0.30434782608695654	0.31034482758620685	0.28125	0.55	0.4418604651162791	0.4054054054054054
Reduction in fine particulate air pollution and mortality -Extended follow-up of the Harvard six cities study	0.2962962962962963	0.1923076923076923	0.24137931034482762	0.26086956521739135	0.34883720930232553	0.41666666666666663	0.24137931034482762	0.2698412698412699	0.2549019607843137	0.1923076923076923	0.36363636363636365	0.5	0.28	0.276595744680851	0.3666666666666667	0.7272727272727273	0.33333333333333337	0.32307692307692304	0.3125	0.3090909090909091	0.4	0.28301886792452835	0.30000000000000004	0.28888888888888886	0.28888888888888886	0.3220338983050848	0.3770491803278688	0.2941176470588235	0.41025641025641024	0.26530612244897955	0.375	0.39622641509433965	0.34693877551020413	0.4285714285714286	0.31818181818181823	0.28888888888888886	0.4035087719298246	0.3650793650793651	0.5384615384615384	0.45882352941176474	0.36986301369863017
Expert judgement assessment of the mortality impact of changes in ambient fine particulate matter in the US	0.33333333333333337	0.23076923076923073	0.24137931034482762	0.21739130434782605	0.34883720930232553	0.41666666666666663	0.2068965517241379	0.2698412698412699	0.21568627450980393	0.2692307692307693	0.36363636363636365	0.45833333333333337	0.24	0.23404255319148937	0.33333333333333337	0.8181818181818181	0.26315789473684215	0.29230769230769227	0.34375	0.2727272727272727	0.33333333333333337	0.28301886792452835	0.19999999999999996	0.28888888888888886	0.28888888888888886	0.288135593220339	0.3114754098360656	0.2941176470588235	0.4358974358974359	0.30612244897959184	0.33333333333333337	0.3207547169811321	0.26530612244897955	0.47619047619047616	0.31818181818181823	0.24444444444444446	0.368421052631579	0.33333333333333337	0.641025641025641	0.48235294117647054	0.3972602739726028
Recovery of mercury-contaminated fisheries	0.33333333333333337	0.26086956521739135	0.3076923076923077	0.30000000000000004	0.3513513513513513	0.38095238095238093	0.3076923076923077	0.368421052631579	0.28888888888888886	0.30434782608695654	0.3157894736842105	0.5238095238095238	0.2727272727272727	0.31707317073170727	0.37037037037037035	0.736842105263158	0.33333333333333337	0.38983050847457623	0.3448275862068966	0.30612244897959184	0.40740740740740744	0.36170212765957444	0.37037037037037035	0.28205128205128205	0.28205128205128205	0.3207547169811321	0.38181818181818183	0.28888888888888886	0.5	0.2558139534883721	0.38095238095238093	0.44680851063829785	0.34883720930232553	0.5128205128205128	0.26315789473684215	0.28205128205128205	0.4509803921568627	0.4035087719298246	0.5151515151515151	0.5189873417721519	0.4328358208955224
Deposition and cycling of sulfur controls mercury accumulation in Isle Royal fish 	0.2941176470588235	0.22448979591836737	0.2727272727272727	0.2558139534883721	0.35	0.37777777777777777	0.2727272727272727	0.2666666666666667	0.20833333333333337	0.22448979591836737	0.2682926829268293	0.4222222222222223	0.276595744680851	0.2272727272727273	0.368421052631579	0.8048780487804879	0.2222222222222222	0.32258064516129037	0.3114754098360656	0.1923076923076923	0.4035087719298246	0.31999999999999995	0.29824561403508776	0.1428571428571429	0.1428571428571429	0.25	0.27586206896551724	0.16666666666666663	0.43999999999999995	0.30434782608695654	0.28888888888888886	0.4	0.26086956521739135	0.45679012345679015	0.2195121951219512	0.23809523809523814	0.40740740740740744	0.3666666666666667	0.6666666666666667	0.46341463414634143	0.4
Intake of mercury from fish, lipid-peroxidation, and the risk of myocardial-infarction and coronary, cardiovascular, and any death in eastern Finnish men	0.2962962962962963	0.07692307692307687	0.2068965517241379	0.30434782608695654	0.39534883720930236	0.375	0.27586206896551724	0.3015873015873016	0.2549019607843137	0.2692307692307693	0.36363636363636365	0.45833333333333337	0.31999999999999995	0.3191489361702128	0.4	0.6818181818181819	0.29824561403508776	0.29230769230769227	0.3125	0.23636363636363633	0.3666666666666667	0.24528301886792447	0.2666666666666667	0.24444444444444446	0.24444444444444446	0.2542372881355932	0.2786885245901639	0.2941176470588235	0.4358974358974359	0.26530612244897955	0.375	0.39622641509433965	0.34693877551020413	0.4285714285714286	0.36363636363636365	0.28888888888888886	0.368421052631579	0.3650793650793651	0.5384615384615384	0.4117647058823529	0.36986301369863017
The influence of location, source, and emission type in estimates of the human health benefits of reducing a ton of air pollution.	0.2692307692307693	0.19999999999999996	0.2857142857142857	0.18181818181818177	0.31707317073170727	0.34782608695652173	0.2142857142857143	0.24590163934426235	0.061224489795918324	0.28	0.33333333333333337	0.3913043478260869	0.25	0.19999999999999996	0.3448275862068966	0.7619047619047619	0.23636363636363633	0.2698412698412699	0.25806451612903225	0.16981132075471694	0.31034482758620685	0.2549019607843137	0.24137931034482762	0.2093023255813954	0.2093023255813954	0.19298245614035092	0.22033898305084743	0.18367346938775508	0.39473684210526316	0.276595744680851	0.26086956521739135	0.33333333333333337	0.276595744680851	0.4390243902439024	0.23809523809523814	0.2558139534883721	0.2727272727272727	0.3114754098360656	0.6756756756756757	0.4698795180722891	0.4084507042253521
