	Distribution of Employment within Food Manufacturing NAICS 311	Bureau generated by RTI International using American FactFinder ‚ÄúSector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Animal Slaughtering and Processing made up the largest share of both employment 33 and the value of shipments 27	Census Bureau generated by RTI International using American FactFinder ‚ÄúSector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places	Department of Energy Energy Information Administration	Census Bureau generated by RTI International using American FactFinder ‚ÄúSector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries	Bureau generated by RTI International using American FactFinder ‚ÄúSector 00 All Sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Bureau generated by Kapur Energy and Environment using American FactFinder ‚ÄúSector 00 EC0700A1 All Sectors Geographic Area Series EconomyWide Key Statistics	Bureau generated by Kapur Energy and Environment using American FactFinder ‚ÄúSector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007‚Äù Accessed on	Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes	Paper  Forest Products	Assessing the Employment Impacts of Environmental and Natural Resource Policy‚Äù Environmental and Resource Economics	Environmental regulation and labor demand Evidence from the south coast air basin	Do environmental regulations cost jobs An industrylevel analysis of the UK	Transforming The Dow Chemical Company	Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish	Jobs versus the Environment An IndustryLevel Perspective‚Äù	What Determines the Value of Life	Estimating the Public Health Benefits of Proposed Air Pollution Regulations	Chemicals‚Äù Standard and Poor‚Äôs Industry Surveys	Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution‚Äù	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US‚Äù Environ Sci Technol	Applying General Equilibrium New York	of Economic Analysis BEA	Producer Price Index Series IDPCU321‚Äî321‚Äî PCUOMFG‚ÄîOMFG‚Äîhttpwwwblsgovppihomehtmgt Data accessed on	Producer Price Index Series IDPCU322‚Äì322‚Äì  PCUOMFG‚ÄìOMFG‚Äì	of Labor Statistics BLS	Producer Price Index‚Äù Series ID PCU3313‚Äì 3313‚Äì  PCUOMFG‚ÄìOMFG‚Äì	Economic Census Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States	Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics	Census of Governments Volume 4 Number 3 Finances of County Governments	Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments	Exclusions from the Economic Census‚Äù	NAICS Definition‚Äù sssdnaicsnaicsrchcode324search200220NAICS20Searchgt	Department of Energy Energy Information Administration 2010d ‚ÄúElectric Power Annual 2008 Table 81 Table 83 Table 84 Table 85	Occupational Safety and Health Administration OSHA	As obtained on	Producer Price Indexes Id PCU311‚Äî311‚ÄîFood Manufacturing  PCUOMFG‚ÄìOMFG‚ÄìTotal Manufacturinggt	Environmental Protection Agency Office of Air Quality Planning and Standards	Guidelines for Preparing Economic Analyses	Environmental Protection Agency	Regulatory Impact Analysis	Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry Office of Air Quality Planning and Standards Research Triangle Park	Environmental Protection Agency US	Integrated Science Assessment for Particulate Matter Final Report EPA600R08139F National Center for Environmental Assessment‚ÄîRTP Division December Available at TO Jim Eddinger US Environmental Protection Agency OAQPSSPPD FROM Susan McClutchey Amanda Singleton and Graham Gibson	Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants	New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources	Delivered Fuel Prices to Industrial and Commercial Clients	Department of Energy EIA Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector	MACT Floor Analysis for the Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	New Unit Analysis Industrial Commercial and Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants ‚Äì Major Source	Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities	Methodology for Developing Model Units for Industrial Commercial and Institutional Boilers National Emission Standards for Hazardous Air Pollutants ‚Äì Area Source	Department of Energy Energy Information Administration Annual Energy Outlook	Institute SectorBased Based Pollution Prevention Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers
Annual Energy Outlook 2006 Early Release with Projections to 2030 Figure 3 Energy Consumption by Fuel 19802030 quadrillion Btu	0.8015873015873016	0.7888888888888889	0.8095238095238095	0.7982062780269058	0.7777777777777778	0.7808988764044944	0.7888888888888889	0.810126582278481	0.795	0.8174603174603174	0.873015873015873	0.8333333333333334	0.8015873015873016	0.7857142857142857	0.8571428571428571	0.7936507936507936	0.8174603174603174	0.8571428571428571	0.7380952380952381	0.8492063492063492	0.7619047619047619	0.8682170542635659	0.8571428571428571	0.8809523809523809	0.8809523809523809	0.8809523809523809	0.8968253968253969	0.873015873015873	0.8527131782945736	0.8095238095238095	0.7936507936507936	0.8095238095238095	0.8492063492063492	0.8571428571428571	0.8650793650793651	0.8333333333333334	0.9126984126984127	0.8492063492063492	0.7777777777777778	0.8253968253968254	0.8412698412698413	0.8809523809523809	0.7939698492462312	0.8333333333333334	0.7956989247311828	0.7849462365591398	0.8174603174603174	0.7698412698412699	0.6666666666666666	0.8194444444444444	0.8478260869565217	0.8198757763975155	0.7857142857142857	0.8571428571428571	0.8098159509202454	0.753968253968254	0.7819548872180451
Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector and Source	0.8378378378378378	0.8	0.7410714285714286	0.8116591928251121	0.7027027027027027	0.7865168539325843	0.8	0.7911392405063291	0.8	0.8846153846153846	0.8378378378378378	0.7521367521367521	0.7901234567901234	0.8783783783783784	0.7972972972972973	0.7804878048780488	0.8108108108108109	0.8108108108108109	0.8666666666666667	0.8243243243243243	0.78125	0.7984496124031008	0.7702702702702703	0.8783783783783784	0.8571428571428571	0.8918918918918919	0.8513513513513513	0.918918918918919	0.7751937984496124	0.8441558441558441	0.8513513513513513	0.7906976744186046	0.7972972972972973	0.9054054054054054	0.7619047619047619	0.8108108108108109	0.8648648648648649	0.8282828282828283	0.8289473684210527	0.7837837837837838	0.7837837837837838	0.8108108108108109	0.8140703517587939	0.7837837837837838	0.8315412186379928	0.8064516129032258	0.7358490566037735	0.7972972972972973	0.4090909090909091	0.7638888888888888	0.7536231884057971	0.782608695652174	0.7912087912087912	0.7857142857142857	0.7852760736196319	0.8289473684210527	0.7518796992481203
Assumptions to the Annual Energy Outlook 2008 With Projections for 2030	0.7887323943661971	0.8166666666666667	0.7946428571428571	0.8340807174887892	0.7183098591549296	0.7921348314606742	0.8166666666666667	0.8227848101265823	0.83	0.8589743589743589	0.8169014084507042	0.7521367521367521	0.8024691358024691	0.8513513513513513	0.8028169014084507	0.7682926829268293	0.7887323943661971	0.8169014084507042	0.7333333333333333	0.8169014084507042	0.8125	0.7829457364341085	0.7464788732394366	0.8309859154929577	0.8857142857142857	0.8873239436619719	0.8450704225352113	0.9436619718309859	0.8062015503875969	0.8701298701298701	0.8591549295774648	0.7906976744186046	0.7746478873239436	0.9014084507042254	0.8015873015873016	0.7464788732394366	0.8450704225352113	0.8585858585858586	0.8157894736842105	0.8028169014084507	0.7605633802816901	0.8309859154929577	0.8190954773869347	0.7746478873239436	0.8530465949820788	0.7795698924731183	0.7547169811320755	0.8450704225352113	0.5568181818181818	0.75	0.782608695652174	0.7763975155279503	0.7912087912087912	0.8095238095238095	0.7975460122699386	0.7894736842105263	0.7894736842105263
Delivered Fuel Prices to Industrial and Commercial Clients	0.8387096774193549	0.8	0.7410714285714286	0.8116591928251121	0.7758620689655172	0.8202247191011236	0.8055555555555556	0.7974683544303798	0.81	0.7564102564102564	0.7586206896551724	0.7692307692307693	0.7654320987654321	0.7432432432432432	0.7931034482758621	0.7804878048780488	0.7457627118644068	0.7758620689655172	0.7466666666666667	0.8275862068965517	0.78125	0.8062015503875969	0.8275862068965517	0.8448275862068966	0.8285714285714286	0.84375	0.8620689655172413	0.8309859154929577	0.7829457364341085	0.7922077922077922	0.7571428571428571	0.6744186046511628	0.8275862068965517	0.8732394366197183	0.7857142857142857	0.8103448275862069	0.8448275862068966	0.8282828282828283	0.7763157894736842	0.6896551724137931	0.7586206896551724	0.7931034482758621	0.8241206030150754	0.7758620689655172	0.8566308243727598	0.7956989247311828	0.7358490566037735	0.0	0.75	0.7916666666666666	0.7898550724637681	0.7888198757763976	0.8076923076923077	0.6825396825396826	0.7668711656441718	0.7763157894736842	0.7293233082706767
Electric Power Annual 2008 Table 11	0.7741935483870968	0.9055555555555556	0.8482142857142857	0.905829596412556	0.8333333333333334	0.8876404494382022	0.9055555555555556	0.8924050632911392	0.89	0.8333333333333334	0.8571428571428571	0.8461538461538461	0.8271604938271605	0.7837837837837838	0.918918918918919	0.8292682926829268	0.7966101694915254	0.8571428571428571	0.8133333333333334	0.8431372549019608	0.84375	0.8604651162790697	0.8378378378378378	0.7714285714285715	0.8666666666666667	0.84375	0.8857142857142857	0.8591549295774648	0.8604651162790697	0.8311688311688312	0.8428571428571429	0.8372093023255814	0.8947368421052632	0.8591549295774648	0.7301587301587301	0.8	0.8857142857142857	0.8686868686868687	0.7894736842105263	0.8333333333333334	0.8571428571428571	0.8285714285714286	0.8844221105527639	0.8857142857142857	0.9175627240143369	0.8817204301075269	0.8301886792452831	0.7586206896551724	0.75	0.8611111111111112	0.855072463768116	0.8757763975155279	0.8956043956043956	0.8412698412698413	0.8711656441717791	0.8026315789473685	0.8646616541353384
Electric Power Annual 2008 Table 21	0.7903225806451613	0.9055555555555556	0.8392857142857143	0.905829596412556	0.8333333333333334	0.8876404494382022	0.9055555555555556	0.8924050632911392	0.89	0.8333333333333334	0.8571428571428571	0.8461538461538461	0.8271604938271605	0.7837837837837838	0.918918918918919	0.8292682926829268	0.7966101694915254	0.8571428571428571	0.8133333333333334	0.8431372549019608	0.84375	0.8604651162790697	0.8378378378378378	0.7714285714285715	0.8666666666666667	0.84375	0.8857142857142857	0.8591549295774648	0.8604651162790697	0.8311688311688312	0.8428571428571429	0.8372093023255814	0.8947368421052632	0.8591549295774648	0.7301587301587301	0.8	0.8857142857142857	0.8686868686868687	0.7894736842105263	0.8333333333333334	0.8571428571428571	0.8285714285714286	0.8844221105527639	0.8857142857142857	0.9175627240143369	0.8817204301075269	0.8301886792452831	0.7586206896551724	0.7386363636363636	0.8611111111111112	0.855072463768116	0.8757763975155279	0.8956043956043956	0.8412698412698413	0.8711656441717791	0.8026315789473685	0.8646616541353384
Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85 Table 86	0.8732394366197183	0.8388888888888889	0.7410714285714286	0.8609865470852018	0.8591549295774648	0.8426966292134831	0.8388888888888889	0.8354430379746836	0.85	0.8589743589743589	0.9014084507042254	0.8205128205128205	0.8148148148148148	0.8378378378378378	0.8028169014084507	0.8292682926829268	0.8591549295774648	0.7887323943661971	0.8533333333333334	0.8309859154929577	0.7916666666666666	0.7906976744186046	0.8450704225352113	0.8873239436619719	0.8380952380952381	0.8873239436619719	0.9014084507042254	0.9014084507042254	0.8062015503875969	0.8181818181818182	0.8169014084507042	0.7906976744186046	0.8591549295774648	0.971830985915493	0.5793650793650794	0.8169014084507042	0.9154929577464789	0.8686868686868687	0.8421052631578947	0.8450704225352113	0.8450704225352113	0.8732394366197183	0.8391959798994975	0.8450704225352113	0.8494623655913979	0.8279569892473119	0.7924528301886793	0.8028169014084507	0.7159090909090909	0.7986111111111112	0.7898550724637681	0.8198757763975155	0.8296703296703297	0.8174603174603174	0.8159509202453987	0.8552631578947368	0.8270676691729323
Integrated Science Assessment for Sulfur Oxides—Health Criteria Final Report	0.8026315789473685	0.7777777777777778	0.7767857142857143	0.7937219730941704	0.8157894736842105	0.7752808988764045	0.7777777777777778	0.7721518987341772	0.8	0.8461538461538461	0.8552631578947368	0.7777777777777778	0.8148148148148148	0.868421052631579	0.7894736842105263	0.8170731707317073	0.7894736842105263	0.7894736842105263	0.868421052631579	0.8421052631578947	0.7916666666666666	0.7286821705426356	0.8026315789473685	0.881578947368421	0.8476190476190476	0.8552631578947368	0.868421052631579	0.881578947368421	0.7596899224806202	0.8441558441558441	0.8026315789473685	0.813953488372093	0.8421052631578947	0.8421052631578947	0.8095238095238095	0.7631578947368421	0.868421052631579	0.8383838383838383	0.8552631578947368	0.75	0.8026315789473685	0.8421052631578947	0.8040201005025126	0.8157894736842105	0.7813620071684588	0.7903225806451613	0.8018867924528302	0.7368421052631579	0.8068181818181818	0.8055555555555556	0.8043478260869565	0.7950310559006211	0.8021978021978022	0.7222222222222222	0.803680981595092	0.8552631578947368	0.7518796992481203
OAQPS Economic Analysis Resource Document	0.8387096774193549	0.8666666666666667	0.8303571428571429	0.8834080717488789	0.8333333333333334	0.8707865168539326	0.8666666666666667	0.8544303797468354	0.88	0.7692307692307693	0.8292682926829268	0.7777777777777778	0.8271604938271605	0.7972972972972973	0.8292682926829268	0.8170731707317073	0.7966101694915254	0.7804878048780488	0.7866666666666666	0.8627450980392157	0.8125	0.8527131782945736	0.8780487804878049	0.5365853658536586	0.8761904761904762	0.890625	0.8048780487804879	0.9014084507042254	0.8294573643410853	0.7922077922077922	0.7571428571428571	0.7906976744186046	0.8536585365853658	0.7605633802816901	0.8571428571428571	0.84	0.7804878048780488	0.8585858585858586	0.8421052631578947	0.8809523809523809	0.7804878048780488	0.8048780487804879	0.8793969849246231	0.8536585365853658	0.899641577060932	0.8763440860215054	0.8207547169811321	0.7758620689655172	0.8068181818181818	0.8402777777777778	0.8478260869565217	0.8571428571428571	0.8736263736263736	0.8492063492063492	0.8650306748466258	0.8289473684210527	0.8345864661654135
Petroleum Supply Annuals Volume 1	0.7903225806451613	0.9	0.8392857142857143	0.8968609865470852	0.8148148148148148	0.8820224719101124	0.9	0.8860759493670886	0.9	0.8076923076923077	0.8181818181818182	0.8376068376068376	0.8271604938271605	0.7567567567567568	0.8648648648648649	0.7926829268292683	0.8135593220338984	0.8787878787878788	0.84	0.803921568627451	0.8229166666666666	0.875968992248062	0.8648648648648649	0.8181818181818182	0.8761904761904762	0.875	0.8787878787878788	0.8732394366197183	0.875968992248062	0.8311688311688312	0.7857142857142857	0.7906976744186046	0.868421052631579	0.8873239436619719	0.8571428571428571	0.8	0.8787878787878788	0.8686868686868687	0.8157894736842105	0.8095238095238095	0.8787878787878788	0.7878787878787878	0.8944723618090452	0.9117647058823529	0.921146953405018	0.8817204301075269	0.839622641509434	0.7758620689655172	0.7954545454545454	0.8680555555555556	0.8623188405797102	0.8695652173913043	0.8901098901098901	0.8650793650793651	0.8711656441717791	0.8157894736842105	0.8646616541353384
Producer Price Indexes	0.8709677419354839	0.9	0.8571428571428571	0.9192825112107623	0.8148148148148148	0.9101123595505618	0.9	0.8924050632911392	0.915	0.8589743589743589	0.7727272727272727	0.8547008547008547	0.8641975308641975	0.8513513513513513	0.8108108108108109	0.8414634146341463	0.7966101694915254	0.8484848484848485	0.8533333333333334	0.7843137254901961	0.8645833333333334	0.8914728682170543	0.8378378378378378	0.875	0.7904761904761904	0.65625	0.9130434782608695	0.6901408450704225	0.8682170542635659	0.8441558441558441	0.8	0.8255813953488372	0.7894736842105263	0.8873239436619719	0.8968253968253969	0.88	0.8636363636363636	0.7777777777777778	0.8289473684210527	0.7142857142857143	0.7419354838709677	0.7692307692307693	0.914572864321608	0.7647058823529411	0.9390681003584229	0.9139784946236559	0.8584905660377359	0.7241379310344828	0.8863636363636364	0.9097222222222222	0.9130434782608695	0.9192546583850931	0.9120879120879121	0.8809523809523809	0.9202453987730062	0.868421052631579	0.8646616541353384
10K Period ending December 31 2007	0.8387096774193549	0.8944444444444445	0.8303571428571429	0.9103139013452914	0.8333333333333334	0.8876404494382022	0.8944444444444445	0.8670886075949367	0.875	0.8333333333333334	0.8529411764705882	0.8717948717948718	0.8024691358024691	0.8378378378378378	0.8378378378378378	0.8292682926829268	0.7796610169491526	0.8235294117647058	0.84	0.8627450980392157	0.8333333333333334	0.8604651162790697	0.8378378378378378	0.8529411764705882	0.8761904761904762	0.828125	0.8529411764705882	0.8169014084507042	0.875968992248062	0.8311688311688312	0.8142857142857143	0.8604651162790697	0.8947368421052632	0.7887323943661971	0.8492063492063492	0.8	0.8235294117647058	0.8787878787878788	0.8289473684210527	0.7857142857142857	0.8529411764705882	0.9411764705882353	0.9095477386934674	0.9117647058823529	0.921146953405018	0.8978494623655914	0.8301886792452831	0.7758620689655172	0.8522727272727273	0.8819444444444444	0.8913043478260869	0.9006211180124224	0.9010989010989011	0.873015873015873	0.8957055214723927	0.8421052631578947	0.849624060150376
Chemicals	0.9516129032258065	0.9611111111111111	0.9375	0.9641255605381166	0.9259259259259259	0.9550561797752809	0.9611111111111111	0.9556962025316456	0.965	0.9102564102564102	0.9090909090909091	0.9316239316239316	0.9259259259259259	0.9054054054054054	0.7837837837837838	0.926829268292683	0.9152542372881356	0.8181818181818182	0.9066666666666666	0.8235294117647058	0.9270833333333334	0.9457364341085271	0.918918918918919	0.75	0.9428571428571428	0.9375	0.9130434782608695	0.9436619718309859	0.9457364341085271	0.922077922077922	0.9142857142857143	0.9069767441860465	0.8421052631578947	0.9154929577464789	0.9523809523809523	0.92	0.9285714285714286	0.9494949494949495	0.9210526315789473	0.8333333333333334	0.9032258064516129	0.8076923076923077	0.9597989949748744	0.9117647058823529	0.9713261648745519	0.9516129032258065	0.9433962264150944	0.896551724137931	0.9545454545454546	0.9444444444444444	0.9492753623188406	0.9565217391304348	0.9615384615384616	0.9444444444444444	0.9570552147239264	0.9342105263157895	0.9473684210526315
Export Supply Elasticities	0.8387096774193549	0.9055555555555556	0.8839285714285714	0.9103139013452914	0.7777777777777778	0.8932584269662921	0.9055555555555556	0.8987341772151899	0.905	0.8333333333333334	0.7307692307692307	0.8547008547008547	0.8271604938271605	0.8513513513513513	0.8648648648648649	0.8292682926829268	0.8135593220338984	0.8787878787878788	0.8266666666666667	0.8627450980392157	0.84375	0.8527131782945736	0.8108108108108109	0.8846153846153846	0.9142857142857143	0.9375	0.7692307692307693	0.9436619718309859	0.8682170542635659	0.8181818181818182	0.8428571428571429	0.8372093023255814	0.7631578947368421	0.9014084507042254	0.8888888888888888	0.76	0.8461538461538461	0.9090909090909091	0.8289473684210527	0.7857142857142857	0.8064516129032258	0.8461538461538461	0.9045226130653267	0.8235294117647058	0.931899641577061	0.9032258064516129	0.8773584905660378	0.7931034482758621	0.8522727272727273	0.8958333333333334	0.9057971014492754	0.9006211180124224	0.9065934065934066	0.8650793650793651	0.9079754601226994	0.8289473684210527	0.8796992481203008
Foods and Nonalcoholic Beverages	0.8548387096774194	0.8777777777777778	0.8392857142857143	0.8968609865470852	0.8333333333333334	0.8820224719101124	0.8777777777777778	0.8670886075949367	0.9	0.8076923076923077	0.84375	0.8205128205128205	0.8148148148148148	0.8108108108108109	0.8378378378378378	0.7804878048780488	0.8135593220338984	0.9090909090909091	0.84	0.7843137254901961	0.84375	0.8682170542635659	0.8108108108108109	0.8125	0.8666666666666667	0.890625	0.8125	0.9014084507042254	0.8449612403100775	0.7922077922077922	0.7571428571428571	0.7906976744186046	0.7105263157894737	0.8450704225352113	0.8571428571428571	0.82	0.84375	0.8686868686868687	0.8289473684210527	0.7142857142857143	0.84375	0.875	0.8793969849246231	0.8823529411764706	0.910394265232975	0.8870967741935484	0.8018867924528302	0.7931034482758621	0.8636363636363636	0.8611111111111112	0.8623188405797102	0.8819875776397516	0.8846153846153846	0.8492063492063492	0.8711656441717791	0.8552631578947368	0.8421052631578947
Impact of Carbon Price Policies on US Industry	0.8225806451612904	0.8388888888888889	0.8035714285714286	0.8654708520179372	0.7222222222222222	0.8202247191011236	0.8388888888888889	0.8227848101265823	0.85	0.782051282051282	0.7608695652173914	0.7435897435897436	0.7777777777777778	0.8108108108108109	0.782608695652174	0.7682926829268293	0.847457627118644	0.7391304347826086	0.8	0.7843137254901961	0.8020833333333334	0.7829457364341085	0.8043478260869565	0.7608695652173914	0.8666666666666667	0.859375	0.7391304347826086	0.8450704225352113	0.7906976744186046	0.7792207792207793	0.7571428571428571	0.7674418604651163	0.7608695652173914	0.8450704225352113	0.8253968253968254	0.84	0.8260869565217391	0.8585858585858586	0.7368421052631579	0.8043478260869565	0.7608695652173914	0.8260869565217391	0.8341708542713567	0.782608695652174	0.8853046594982079	0.8387096774193549	0.8018867924528302	0.7931034482758621	0.7727272727272727	0.8263888888888888	0.8260869565217391	0.8322981366459627	0.8406593406593407	0.7777777777777778	0.8404907975460123	0.7236842105263158	0.7593984962406015
Paper  Forest Products	0.8064516129032258	0.9055555555555556	0.8482142857142857	0.9192825112107623	0.7962962962962963	0.898876404494382	0.9055555555555556	0.8924050632911392	0.91	0.8461538461538461	0.0	0.8632478632478633	0.8271604938271605	0.8513513513513513	0.8108108108108109	0.8536585365853658	0.7796610169491526	0.7878787878787878	0.8133333333333334	0.803921568627451	0.84375	0.8837209302325582	0.8378378378378378	0.9583333333333334	0.8761904761904762	0.84375	0.8695652173913043	0.8591549295774648	0.8837209302325582	0.8571428571428571	0.8285714285714286	0.8488372093023255	0.8421052631578947	0.9014084507042254	0.8888888888888888	0.84	0.8181818181818182	0.8585858585858586	0.8421052631578947	0.7857142857142857	0.7741935483870968	0.7692307692307693	0.914572864321608	0.7941176470588235	0.9283154121863799	0.9086021505376344	0.8584905660377359	0.7586206896551724	0.8522727272727273	0.8888888888888888	0.8840579710144928	0.9006211180124224	0.9065934065934066	0.8571428571428571	0.8957055214723927	0.8289473684210527	0.8796992481203008
Transforming The Dow Chemical Company 2007 10K and Stockholder Summary	0.8285714285714286	0.8166666666666667	0.7678571428571429	0.8475336322869955	0.8285714285714286	0.8202247191011236	0.8166666666666667	0.8037974683544303	0.84	0.8589743589743589	0.8571428571428571	0.7863247863247863	0.8148148148148148	0.8648648648648649	0.4714285714285714	0.8536585365853658	0.8428571428571429	0.8285714285714286	0.84	0.8	0.8125	0.7984496124031008	0.8142857142857143	0.8571428571428571	0.8571428571428571	0.8857142857142857	0.8714285714285714	0.8873239436619719	0.7906976744186046	0.8181818181818182	0.8857142857142857	0.7906976744186046	0.8142857142857143	0.9436619718309859	0.8015873015873016	0.8571428571428571	0.8857142857142857	0.8585858585858586	0.8289473684210527	0.8285714285714286	0.8285714285714286	0.8714285714285714	0.8241206030150754	0.8285714285714286	0.8566308243727598	0.7956989247311828	0.7547169811320755	0.7714285714285715	0.7840909090909091	0.7916666666666666	0.8043478260869565	0.7950310559006211	0.8076923076923077	0.7936507936507936	0.7914110429447853	0.8289473684210527	0.7894736842105263
Income Statement Q4 2008 Financial Update Quarterly Report of the US ShareholderOwned Electric Utility Industry	0.8198198198198198	0.7611111111111111	0.75	0.7757847533632287	0.7747747747747747	0.7471910112359551	0.7611111111111111	0.7784810126582279	0.79	0.7657657657657657	0.8648648648648649	0.8290598290598291	0.7567567567567568	0.7747747747747747	0.8468468468468469	0.8018018018018018	0.8198198198198198	0.8288288288288288	0.7657657657657657	0.8198198198198198	0.8018018018018018	0.7984496124031008	0.8738738738738738	0.9009009009009009	0.918918918918919	0.8648648648648649	0.8828828828828829	0.8558558558558559	0.8062015503875969	0.7747747747747747	0.8288288288288288	0.8198198198198198	0.8288288288288288	0.8558558558558559	0.8412698412698413	0.7837837837837838	0.918918918918919	0.8918918918918919	0.7837837837837838	0.8198198198198198	0.8378378378378378	0.8648648648648649	0.7889447236180904	0.8288288288288288	0.8028673835125448	0.7956989247311828	0.8288288288288288	0.7927927927927928	0.7657657657657657	0.8194444444444444	0.8188405797101449	0.8074534161490683	0.8021978021978022	0.8095238095238095	0.803680981595092	0.7747747747747747	0.7669172932330827
SectorBased Based Pollution Prevention Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers	0.8048780487804879	0.7611111111111111	0.8130081300813008	0.7668161434977578	0.7073170731707317	0.7303370786516854	0.7611111111111111	0.7784810126582279	0.755	0.7642276422764228	0.8699186991869918	0.7967479674796748	0.7642276422764228	0.7642276422764228	0.8292682926829268	0.7073170731707317	0.8130081300813008	0.8292682926829268	0.7398373983739838	0.7886178861788617	0.7642276422764228	0.813953488372093	0.8455284552845529	0.8780487804878049	0.8780487804878049	0.8536585365853658	0.8780487804878049	0.8536585365853658	0.8372093023255814	0.7560975609756098	0.7560975609756098	0.7479674796747967	0.8211382113821138	0.8292682926829268	0.8174603174603174	0.8048780487804879	0.9105691056910569	0.8536585365853658	0.7154471544715447	0.7967479674796748	0.8373983739837398	0.8617886178861789	0.7386934673366834	0.8292682926829268	0.7885304659498208	0.7258064516129032	0.7723577235772358	0.7235772357723578	0.7560975609756098	0.7777777777777778	0.7681159420289855	0.7639751552795031	0.7637362637362637	0.7619047619047619	0.754601226993865	0.7154471544715447	0.07518796992481203
Table of Small Business Size Standards Matched to North American Industry Classification System Codes	0.8217821782178217	0.7555555555555555	0.8035714285714286	0.7399103139013453	0.7722772277227723	0.7640449438202247	0.7555555555555555	0.7784810126582279	0.765	0.7722772277227723	0.8613861386138614	0.8034188034188035	0.7920792079207921	0.7326732673267327	0.801980198019802	0.7623762376237624	0.7524752475247525	0.8316831683168316	0.7821782178217822	0.6732673267326733	0.8712871287128713	0.7751937984496124	0.8217821782178217	0.8415841584158416	0.9047619047619048	0.8514851485148515	0.8415841584158416	0.8712871287128713	0.7596899224806202	0.7623762376237624	0.7821782178217822	0.7920792079207921	0.801980198019802	0.8514851485148515	0.7936507936507936	0.7524752475247525	0.900990099009901	0.900990099009901	0.7326732673267327	0.7722772277227723	0.8415841584158416	0.8514851485148515	0.7185929648241206	0.8316831683168316	0.8279569892473119	0.7688172043010753	0.8113207547169812	0.7524752475247525	0.7623762376237624	0.7638888888888888	0.7536231884057971	0.7701863354037267	0.7802197802197802	0.6746031746031746	0.7668711656441718	0.7920792079207921	0.7368421052631579
OSHA Technical Manual Section IV Chapter 2 Petroleum Refining Processes	0.8450704225352113	0.8055555555555556	0.7857142857142857	0.8116591928251121	0.8169014084507042	0.797752808988764	0.8055555555555556	0.8037974683544303	0.815	0.8076923076923077	0.8169014084507042	0.7863247863247863	0.8148148148148148	0.7837837837837838	0.8028169014084507	0.8048780487804879	0.8028169014084507	0.7746478873239436	0.84	0.7605633802816901	0.78125	0.7751937984496124	0.8028169014084507	0.8732394366197183	0.8	0.8169014084507042	0.8591549295774648	0.8591549295774648	0.7829457364341085	0.8051948051948052	0.8450704225352113	0.813953488372093	0.8028169014084507	0.8873239436619719	0.8095238095238095	0.7605633802816901	0.8732394366197183	0.8686868686868687	0.7763157894736842	0.7887323943661971	0.8028169014084507	0.8309859154929577	0.8140703517587939	0.8028169014084507	0.8458781362007168	0.8118279569892473	0.7547169811320755	0.7887323943661971	0.7727272727272727	0.7916666666666666	0.7898550724637681	0.8198757763975155	0.8241758241758241	0.7857142857142857	0.8159509202453987	0.881578947368421	0.7744360902255639
